,ad,terkibi,hazirlanmasi,img_url,label,yemek_id
23,Qaymaqlı göbələk şorbası,-   incə doğranmış göbələk-  doğranmış soğan- - stəkan qaynadılmış su-  am qaymaq-   un-  qaşıq duru yağ-  qaşıq yarım kərə yağ-   istiot bibər-   duz-  dilim qənd ,"Soğanı duru yağda qızardın. Doğranmış göbələkləri əlavə edib, suyunu çəkənə qədər qovurmağa davam edin. Sonra üzərinə 5-6 stəkan qaynanmış su töküb, qaynamağa buraxın. Başqa bir qazanda kərə yağında unu qovurun və sonra qaymağı əlavə edin. Həmin qarışıma göbələk suyundan bir az əlavə edərək çalın. Daha sonra bu unlu qarışımı şorbaya əlavə edib çırpmağa davam edin. Son olaraq şorbaya qənd, duz, istiot əlavə edib qarışdırın. Şorbanı az odda 15 dəqiqə qaynadıqdan sonra servis edə bilərsiniz.Nuş olsun!",http://dadli.az/uploads/posts/2018-02/1518886817_dadli.jpg,Sulu yemek,855413
24,Balıq şorbası,"  balıq,- dənə kartof,- dənə kök,  şirin bibər,  pırasa. quru soğan, qəhvə fincanı düyü,  enginar,  kərəviz,-  cəfəri,- dəfnə yarpağı, stəkan süd, qəhvə fincanı un, limonun suyu, yumurta,zeytunyağı,sirkə,bir neçə diş  sımsaq,duz,istiot,kəklikotu,","Dərin bir qazanın içinə 8-10 stəkan su qoyun və içərisinə bir az duz əlavə edib qaynamağa qoyun.Yaxşı təmizlənmiş balıqları baş və sümükləri ilə birlikdə bişirmə süzgəcinin içində qazana yerləşdirin.İri bir neçə parça halında kəsilmiş kartof , soğan və kökləri qaynayan qazana əlavə edin.Ancaq tərəvəzləri bişirmə süzgəcinin içərisinə atmayın.İncə doğranmış bibər və pırasanı, küp-küp doğranmış enginar və kərəvizləri, dəfnə yarpaqlarını, kərəviz saplarını, kəklikotunu  da bişirmə süzgəcinin kənarına yerləşdirin.Suda bir neçə dəfə yuyulub süzülmüş , nişastası təmizlənmiş düyünü də əlavə edin.Balıqları səbzələrlə dolu qaynayan qazandayarım saat qaynadın.Aradabir üzərinə yığılan köpüyü təmizləyin.Tel süzgəc içərisindəki balıqları kənara alıb soyumağa qoyun.Soyuyan balıqların ağ ətlərini qılçıq qalmayacaq şəkildə əzmədən didib tökün.Yumşalana qədər qaynayan tərəvəzlər  olan qazanı bir kənara alın.Qazanda olan dəfnə yarpaqlarını və kərəviz saplarını çıxardın  və tərəvəzlər olan qazanın suyunu  kəfgirlə süzün.Tərəvəzləri əzərək püre halına salın.Daha sonra bütün ərzaqları bir qazana yığın.Qazana zeytun yağı qoyub qızmağa başlayınca unu əlavə edibiyi çıxana qədər unu qovurun.Kənara qoyduğunuz süzülmüş tərəvəzli sudan 6 stəkan  suyu yavaş–yavaş əlavə edib un topaclanmayacaq şəkildə 4-5 dəqiqə davamlı qarışdırın.Püre halında olan tərəvəzləri, ardından 2 stəkan südü, ən sonunda isə didilmiş balıqları əlavə edib vam odda qaynadın.10 dəqiqə qədər   bütün ərzaqları qaynadın.Yumurta və limon suyunu birlikdə cırpın.Qaynamaqda olan sudan az-az qaşıqla qazana tökün.5-6 dəqiqə yenə qaynadınOcağı söndürdükdən sonra xörəyin üzərinə çox xırda doğranmış cəfəri gəzdirib qapağını örtün.Yeməyin daha da dadlı olması üçün həvəngdə döyülmüş sarımsağı , istiotu və sirkəni əlavə edin.Nuş olsun!",http://dadli.az/uploads/posts/2019-01/1548179172_dadli.jpg,Sulu yemek,784802
25,Südlü kartof şorbası," dənə böyük kartof, dənə  quru soğan, şorba qaşığı un, stəkan  su,Yarımstəkan  süd,Yarım  stəkan duru  yağ,Duz.","Südlü kartof şorbası hazırlamaq üçün əvvəlcə bişirəcəyiniz kartofları  yuyub suyunu silin.Kartofları soyun və onları  küp-küp doğrayın.Soğanları soyub kiçik  kiçik doğrayın.Qazana yarım stəkan maye yağ töküb doğradığınız soğanları da əlavə edib  bir az qovurun.Qovrulan soğanların üzərinə 1 şorba qaşığı un əlavə edib azca qovurun.Daha sonra kartofları əlavə edib qarışdırın  və  üzərinə su, süd , duz əlavə edərək  kartoflar yumşalana qədər  bişirin.Kartoflar yumşalandan sonra blenderdən keçirdin.Əgər çox qatıdırsa bir az su əlavə edib qatılığını ayarlayın və bir az qaynadıb ocaqdan düşürdün.Arzuya görə  şorbanın üzərinə istiot səpə bilərsiniz.Hazırlanan südlü kartof şorbasını  isti olaraq   servis edin. Bu ləzzətli  şorbayı xüsusi ilə  kiçik uşaqlar üçün hazırlayıb yedirdə bilərsiniz.Nuş olsun!",http://dadli.az/uploads/posts/2019-01/1548179215_dadli.jpg,Sulu yemek,201187
26,Düyü şorbası,yağsarıköktomat st su (və ya bulyon)  baş soğan  acı bibər   şirin bibərzirincdüyügöyərti,"Əvvəlcə qazanda soğan, yağ, sarıkök və tomatı qovururuq. Üzərinə su və ya bulyon, doğranmış bibərlər, zirinc və düyü əlavə edirik və bişiririk. Bişdikdən sonra üzərinə xırda doğranmış göyərti səpib, suxarı ilə birlikdə süfrəyə verə bilərik.Nuş olsun!",http://dadli.az/uploads/posts/2017-10/1508270931_dadli.jpg,Sulu yemek,639773
27,Qarın şorbası,"Yarım kq dana qarnı,(dana qarnı daha dadlı olur).  quru soğan, diş sarımsaq, şorba qaşığı   kərə  yağı,Yarım şorba qaşığı tomat, ədət limon suyu ( limon istifadə edilincə  ağır  iyi olmur, yeyəndə də iyini hiss etmək olmur ),Duz ,pul bibər,","Əvvəlcə  qarını təmizləmək lazımdır.Təmizlədiyiniz  qarını suyun altında bir neçə dəfə təniz-təmiz yuyun.Sonra təmiz qarının üzərinə qaynar  su töküb dincə qoyun.Qarını rahat təmizləmək üçün parçalara ayırıb təmizləyin.İsti suyun içərisinə qoyduğunuz qarını mətbəx taxtasının üzərinə qoyub bıçaq yardımı ilə sıyırın ki üzərində olanlar təmizlənsin.Təmiz qarınları yaxşıca yuyub bişirmək üçün doğrayın.Təmizlədiyiniz qarınları lap sonda bol limonlu duzlu suda təkrar-təkrar yuyun.qazanda tamamən bişənə qədər qaynadın.Qarınları kvadrat şəklində doğrasanız daha yaxşı olardı.Kərə yağını əridin.Soğanı və sarımsaqları soyub yuyun.Soyulmuş soğan və sarımsaqları kiçik-kiçik doğrayın.Ərinmiş kərə yağına əlavə edin.Soğanlar bir azca qovrulandan sonra tomat, duz, pul bibəri əlavə edib qarışdırın və qarınin üzərinə əlavə edin.Bunları qatdıqdan sonra    2 dəqiqə  bişirin.Sonra qarının üzərinə su əlavə edin.Su mütləq isti olmalıdır.Soyuq su əlavə ediləndə xörəyin dadı azalır.Suyu əlavə edib qaynamağa qoyun.Hazır xörəyin üzərinə limon suyu sıxın.Ancaq yadda saxlayın ki, yeməyi vam odda bişirmək lazımdır.Xörək tamamən bişdikdən sonra servisə hazırdır .İsti-isti servis edin.Nuş olsun!",http://dadli.az/uploads/posts/2018-12/1545319859_dadli.jpg,Sulu yemek,393612
28,Niderlandsayağı brokkoli şorbası," orta baş brokkoli baş soğan  diş sarımsaq kartof kök lt toyuq bulyonu x.q. krem pendir ( labne, philodelphia)  . holland pendiri  x.q. kərə yağıduzistiot","1. Baş soğan və sarımsaq xırda doğranılır, kərə yağında qızardırılır. Soğanın rəngi dəyişəndə üstünə toyuq bulyonu süzülür. 2. Brokkoli, kartof, kök orta tikələrə kəsilir və qaynayan bulyonun içinə əlavə olunur. ( 5 dəqiqə sonra 1-2 brokkoli tikəsini çıxarda bilərsiniz, bəzək üçün) 3. Kartof hazır olanda şorba blendordan keçirdirilir. İçinə krem pendir və holland pendiri əlavə olunur, qarışdırılır. Pendirlər şorbada tam həll olmalıdır.4. Duz və istiot əlavə olunur. İstəyə görə brokkoli ilə bəzədilir.Nuş olsun!mənbə: Günel Bahasun (instagram)",http://dadli.az/uploads/posts/2018-02/1518199509_dadli.jpg,Sulu yemek,885975
29,Noxud şorbası, . yaşıl noxud (quru və ya təzə dondurulmuş) kök kərəviz saplağı baş soğan kartof lt. su- sardelka duz istiot,"Yaşıl noxuda su əlavə edib bişiririk. Sardelkalarıda həmin qazanda bişməyə qoyun, bütov halda. Bişəndı çıxardın.Noxudun bişməsinə yaxın içinə bütün tərəvəzdəri xırda kəsib əlavə edirik. Tərəvəzdər bişəndən sonra püre əzənnən biraz əzirik. Duz və istiot əlavə edirik. Boşqablara tökəndə sarkelkanı kəsib hər boşqabın içinə düzürük.Nuş olsun!mənbə: Günel Bahasun (instagram)",http://dadli.az/uploads/posts/2017-10/1508059507_dadli.jpg,Sulu yemek,893985
30,Bulqurlu sulu küftə," am qıyma orta boy rəndələnmiş soğan,  yarma  bibər tomatı  pomidor tomatı  quru nanəQarğıdalı yağıİstiotDuz ","Qıymanı böyük bir kasanın içərisinə qoyub, üzərinə soğan, bulqur, bir az duz və istiot əlavə edib yoğurun. Yoğurma əsnasında ona bir az su əlavə etmək lazımdır, amma çox yox. Çünki yarma dağılmamalıdır. Yaxşıca yoğurduqdan sonra qarışımdan fındıq böyüklüyündə parçalar qoparıb, küftə kimi yumrulayın. Yanınızda kasada bir az su qoyun, ara-sıra əlinizi bu suya batıraraq daha asan yumrulayarsınız. Hamısını bitirdikdən sonra qazana yağı, bibər və pomidor tomatını töküb qovurun. Üzərinə təxminən 6 stəkan su və bir az daha duz əlavə edib qaynamasını gözləyin. Su qaynamağa başlayanda küftələri içərisinə atın. Küftələr bişəndə, ayrıca bir tavaya bir az yağ əlavə edib qızdırın və üzərinə nanə tökün. Daha sonra bu qarışımı yeməyinizin üzərinə gəzdirin və onu ocaqdan götürün. Xörək bişdikdə suyu sizə az gələrsə, bir az qaynamış su əlavə edə bilərsiniz.Nuş olsun!",http://dadli.az/uploads/posts/2018-02/1518887701_dadli.jpg,Sulu yemek,831150
31,Okroşka, soyutma kartof soyutma yumurta . toyuq kolbasası- qırmızı turp balaca dəstə göy soğan balaca dəstə şüyüd  təzə xıyar Qatıq (duruluğunu özünüz təyin edin) ,"1.Göyərti xırda doğranılır. 2.Qalan ərzaqlar eyni ölçüdə kubik şəklində doğranılır. 3.Hamısı dərin qazana əlavə edin, üstünə qatıq tökün. Duz səpin və qarışdırın. Soyuq halda yeyilir.Nuş olsun!mənbə: Günel Bahasun (instagram)",http://dadli.az/uploads/posts/2017-10/1507735996_dadli.jpg,Sulu yemek,186622
32,Litva mətbəxinə aid soyuq borş," orta boy çuğundur, lt. qatıq orta təzə xıyar yumurta x.q. xama ml. suŞüyüdGöy soğanDuzİstiotYanına servis etmək üçün  soyutma kartof","1.Çuğundur qabığı soyulmadan suda bişirilir. Bişmiş və soyumuş çuğundurun qabığını soyaraq sürtkəcdən keçirin. 2.Yumurtanı bərk olana kimi suda bişirin. Bişmiş və soyumuş yumurtanı kubik şəklində doğrayın. 3.Göyərtini xırda doğrayın. 4.Hamısını bir dərin qazana əlavə edin. Üstünə xama, duz, istiot əlavə edin. 5.Qatığı su ilə qarışdırıb qazana tökün. Hamısını yaxşı qarışdırıb soyuducuya 30-40 dəqiqəlik yerləşdirin. 6.Hazır şorbanı bişmiş kartofla servis edin. Litva borşunu bişmiş kartofla yemək bir adətdir.Nuş olsun!mənbə: Günel Bahasun (instagram)",http://dadli.az/uploads/posts/2017-10/1507736016_dadli.jpg,Sulu yemek,395778
33,Noxudlu mərcimək şorbası," stəkan qırmızı mərcimək qırmızı soğan, - litr ət suyu stəkan qaynadılmış yaşıl mərcimək stəkan qaynadılmış noxud ovuc nazik vermeşilSumaxDuzQırmızı bibərKərə yağ ","Orta boy bir qazanın içərisinə yuyulmuş və süzülmüş qırmızı mərcimək və soyulmuş bütöv soğan qoyulur. Üzərinə ət suyu əlavə edilir və qazanın qapağı yarı aralı olaraq az odda mərciməklər yumşalana qədər bişirilir. İçindən soğan çıxarılır və mətbəx robotu ilə maye halına gələnə qədər qarışdırılır. İçinə əvvəlcədən qaynadılmış yaşıl mərcimək, noxud və vermişel əlavə edilərək, 10 dəqiqə daha bişirilir.Bir tavanın içində kərə yağı əridilir, içinə sumax və qırmızı bibər əlavə edilib bir az qovurulur. Kasalara isti olaraq çəkilən şorbanın üzərinə hazırlanan yağ əlavə edilərək süfrəyə verilir.Nuş olsun!",http://dadli.az/uploads/posts/2018-02/1518887541_dadli.jpg,Sulu yemek,765169
34,Toyuq küftəcikli uşaq şorbası, orta boy kartof kök x.q. bitki yağı baş soğan/ st. yumru düyüKüftəciklər üçün: toyuq filesi ( .)  yumurta ağı/ st. süd x.q. un duz,"1.Birinci küftəcikləri hazırlayaq. Toyuq filesini tikələrə kəsirik.  Blendor qabına toyuq filesini,  unu,  südü,  yumurta ağını, duzu,  istiotu əlavə edirik. Hamısını yaxşıca blendordan keçirdirik. Qoyuruq qırağa. 2.Soğanı və kökü xırda-xırda kəsirik və qazanda bitki yağında biraz qızardırıq. 3.Rəngi dəyişmiş soğanın üstünə yuyulmuş düyümüzü və 1,5 lt.  qaynar su əlavə edirik. 4.İki çay qaşığı köməyi ilə toyuğdan hazırladığımız qarışımından götürüb şorbamıza əlavə edirik.  Balaca küftəçiklər forması alınmalıdır. 5.Kartofu kəsib əlavə edirik şorbaya. 6.Düyü və kartof bişən kimi hazırdır. 7.Duz zövgə görə əlavə edirik. 8.Sonda göyərti və ya göy soğan səpilir.Nuş olsun!mənbə: Günel Bahasun (instagram)",http://dadli.az/uploads/posts/2018-02/1518371564_dadli.jpg,Sulu yemek,387921
35,Tomat şorbası, yetişmiş ətli pomidor  diş sarımsaq/ baş soğan- yarpaq ağ reyhan x.q. zeytun yağıServis etmək üçün:SuxariParmezan pendiri (başka sevdiyiniz pendir növü) / ç.q. oregano (kekik otu) ,1.Sobanı 250 dərəcəyə gədər isidin. 2.Pomidorları ortadan kəsin və soba qabına düzün. Üstünə 1 x.q. zeytun yağı gəzdirin. Oregano səpin. Sarımsağı yanına düzün. Sobaya yerləşdirin. 10 dəqiqə sonra sobanın dərəcəsini 200 dərəcəyə salın və 20 dəqiqədə bişirin. 3.Pomidorlar bişən vaxtı soğanı və reyhanı xırda kəsin. 4.Dərin qazanın içinə 2 x.q. zeytun yağı əlavə edin. Kəsilmiş soğanla reyhanə əlavə edin yağa və 5 dəqiqə ərzində qovurun. 5.Pomidorlar bişən zaman qabıqlarını soyun və qazana əlavə edin. Sarımsağıda həmçinin. Pomidor yetərincə su buraxacaq və əlavə su lazım olmayacaq. 6.Bir yerdə 5 dəqiqə bişirin və sonda blemdordan keçirin. 7.Hazır şorbaya zövgə görə duz və istiot əlavə edin. Pendirlə və suxari ilə servis edin.Nuş olsun!mənbə: Günel Bahasun (instagram),http://dadli.az/uploads/posts/2017-10/1507735972_dadli.jpg,Sulu yemek,610997
36,Dovğa,", litr qatıqdəstə keşnişdəstə çüyüd dəstə ya ispanaq ya pazı başıyumurta  ovuc yumru düyü (təxminın - y.q.)Duz","1.Düyünü yuyuram, üstə 2 st su töküb,ən zəif od üstündə bişirirəm. Ocağa qoyanda ilk 4-5 d qarışdırın ki dibə yapışmasın.Düyü şişəndə 1y.q.dolu duz vururam.Lap həlim bişməlidi, suyu mət olacaq. Mən sevmirəm düyü dovğada bilinəndə☝elə bişirirəm ki tam ərisin.2.Göyərtiləri ləyəndə istaxda 15 d saxlayıram (2-3 y.q.sirkə vururam ki qurd-murd ölsün), sonra aşsüzəndə 5d saxlayıram və mətbəx dəsmalına sərirəm ki, tam suyu çəkilsin, xırda doğrayıram,çox xırda.3. Qatığa yumurta vururam və mətbəx teli ilə yaxşıca açıram. Tam açılmalıdır, ayran kimi, içində dumurlar qalmamalıdır. 4. Bişmiş düyü, doğranmış göyü qoyuram ocağın yanına(dünənki şəkildəki kimi) əlimin altında olsun.Qatığı ocağa qouyuram və dayanmadan buluyuram güclü odda, ta ki qaynasın. Elə ki qaynadı,göyü vururam, amma 1 saniyə belə buraxmıram bulamağı.Göyü tam vurandan sonra 2dəq ocağın üstündə qarışdırıram. Ocağı söndürürəm, düyünü vururam, 1-2dəq qarışdırıram vəssalam.Əvvəl dovğa dup-duru olur, sonra qaldıqca qatılaşır.Bizim evdəki filankəs filankəsoviç dovğanı duru sevir, ona görə süd vurur ki duru olsun. Mən qatı sevirəm,lap smetan kimi.Nuş olsun!",http://dadli.az/uploads/posts/2017-10/1507669652_dadli.jpg,Sulu yemek,342026
37,Xarço,",  sümüklü mal əti baş soğan- diş sarımsaq / stakan uzun düyü  pomidor ç.q. tomat pastası x.q. tkemali sousu (mendə olmadığından  quru alça atdım, turşuluq verir) . kərə yağıkeşnişcəfəriqırmızı istiot (acılığı özünüz təyin edin)xmeli-sunelikeşniş toxumu (üyüdülmüş)dəfnə yarpağıduzyumru qara istiot","Mal ətini 2 saat az xodda bişiririk. Dəfnə yarpagını və yumru istiotu əlavə edin.Soğanı kəsib kərə yağında qızardırıq, tomat pastası əlavə edirik. Düyünü ayrıca bişirib soğana əlavə edirik.Pomidorları qabığdan təmizdəyib, sürtkəcdən keçiririk və soğana əlavə edirik. 5 dəqiqə sonra hazır bulyonu əlavə edirik. Əti kəsib əlavə edirik. Göyərtini xırda kəsib əlavə edirik. Tkemali və ya mənim kimi quru alça əlavə edirik. Bütün ədviyyatlatı əlavə edirik. Sonda sarımsağı şorbaya sıxırıq. Qapağı bağlayıb, altını keçirdirik. Şorba biraz qalandan sonra daha dadlı olur.Nuş olsun!mənbə: Günel Bahasun (instagram)",http://dadli.az/uploads/posts/2017-10/1507799653_dadli.jpg,Sulu yemek,400443
38,Zəfəranlı südlü vermişel,yarım st xırda vermişelst sust süd y.q.şəkərcimdik duzcimdik zəfəran,"Zəfəranı barmaqlarınızın ucuyla ovun. Üstünə isti su və südü tökün, 10 d qoyun dəm alsın ağzı bağlı.Sonra ocağa qoyun, möhkəm isinəndə duz vurun, vermişeli tökün və dayanmadan qarışdıraraq orta odda 3-4 d bişirin. Vaxtı ötürməyin, çox şişir. Elə ki vermişel bişdi, şəkər vurun, 1 buğum qarışdırın və ocaxdan alın.Kasələrə tökün, istəyən üstünə bal səpsin, bir damcı kərə yağı vursun.Mən şəkər və süd/su miqdarını öz ağız dadıma görə verdim, bəlkə sizə şəkər az gələ bilər, ya sıyıq qatı gələ bilər, onda isti süd əlavə edin. 1-2 dəfə bişirənnən sonra əliniz/gözünüz öyrənəcək nə cür istəyirsiz. Hindlilər bu desertə darçın,hil vururlar, üstünə hindisdan qozu, badəm səpillər.Nuş olsun!",http://dadli.az/uploads/posts/2017-10/1507669678_dadli.jpg,Sulu yemek,797359
